sample_id,split,marker_type,marker_id,marker_text,distance_m,x_deg,y_deg,occlusion_pct,lighting,qr_size_m,rgb_path,depth_path,disp_path,seg_path,fx,fy,cx,cy,baseline_m,img_width,img_height
aruco_6x6_250_distance_d030,aruco_6x6_250_distance,aruco_6x6_250,5,aruco_6x6_250_id5,0.3,0.0,0.0,0.0,normal,0.1,aruco_6x6_250_distance/rgb_aruco_6x6_250_distance_d030.png,aruco_6x6_250_distance/depth_mm_aruco_6x6_250_distance_d030.png,aruco_6x6_250_distance/disp_aruco_6x6_250_distance_d030.png,aruco_6x6_250_distance/seg_aruco_6x6_250_distance_d030.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_distance_d060,aruco_6x6_250_distance,aruco_6x6_250,5,aruco_6x6_250_id5,0.6,0.0,0.0,0.0,normal,0.1,aruco_6x6_250_distance/rgb_aruco_6x6_250_distance_d060.png,aruco_6x6_250_distance/depth_mm_aruco_6x6_250_distance_d060.png,aruco_6x6_250_distance/disp_aruco_6x6_250_distance_d060.png,aruco_6x6_250_distance/seg_aruco_6x6_250_distance_d060.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_distance_d100,aruco_6x6_250_distance,aruco_6x6_250,5,aruco_6x6_250_id5,1.0,0.0,0.0,0.0,normal,0.1,aruco_6x6_250_distance/rgb_aruco_6x6_250_distance_d100.png,aruco_6x6_250_distance/depth_mm_aruco_6x6_250_distance_d100.png,aruco_6x6_250_distance/disp_aruco_6x6_250_distance_d100.png,aruco_6x6_250_distance/seg_aruco_6x6_250_distance_d100.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_distance_d150,aruco_6x6_250_distance,aruco_6x6_250,5,aruco_6x6_250_id5,1.5,0.0,0.0,0.0,normal,0.1,aruco_6x6_250_distance/rgb_aruco_6x6_250_distance_d150.png,aruco_6x6_250_distance/depth_mm_aruco_6x6_250_distance_d150.png,aruco_6x6_250_distance/disp_aruco_6x6_250_distance_d150.png,aruco_6x6_250_distance/seg_aruco_6x6_250_distance_d150.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_distance_d200,aruco_6x6_250_distance,aruco_6x6_250,5,aruco_6x6_250_id5,2.0,0.0,0.0,0.0,normal,0.1,aruco_6x6_250_distance/rgb_aruco_6x6_250_distance_d200.png,aruco_6x6_250_distance/depth_mm_aruco_6x6_250_distance_d200.png,aruco_6x6_250_distance/disp_aruco_6x6_250_distance_d200.png,aruco_6x6_250_distance/seg_aruco_6x6_250_distance_d200.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_distance_d250,aruco_6x6_250_distance,aruco_6x6_250,5,aruco_6x6_250_id5,2.5,0.0,0.0,0.0,normal,0.1,aruco_6x6_250_distance/rgb_aruco_6x6_250_distance_d250.png,aruco_6x6_250_distance/depth_mm_aruco_6x6_250_distance_d250.png,aruco_6x6_250_distance/disp_aruco_6x6_250_distance_d250.png,aruco_6x6_250_distance/seg_aruco_6x6_250_distance_d250.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_distance_d300,aruco_6x6_250_distance,aruco_6x6_250,5,aruco_6x6_250_id5,3.0,0.0,0.0,0.0,normal,0.1,aruco_6x6_250_distance/rgb_aruco_6x6_250_distance_d300.png,aruco_6x6_250_distance/depth_mm_aruco_6x6_250_distance_d300.png,aruco_6x6_250_distance/disp_aruco_6x6_250_distance_d300.png,aruco_6x6_250_distance/seg_aruco_6x6_250_distance_d300.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_distance_d350,aruco_6x6_250_distance,aruco_6x6_250,5,aruco_6x6_250_id5,3.5,0.0,0.0,0.0,normal,0.1,aruco_6x6_250_distance/rgb_aruco_6x6_250_distance_d350.png,aruco_6x6_250_distance/depth_mm_aruco_6x6_250_distance_d350.png,aruco_6x6_250_distance/disp_aruco_6x6_250_distance_d350.png,aruco_6x6_250_distance/seg_aruco_6x6_250_distance_d350.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_x_rotation_xm60,aruco_6x6_250_x_rotation,aruco_6x6_250,5,aruco_6x6_250_id5,0.6,-60,0.0,0.0,normal,0.1,aruco_6x6_250_x_rotation/rgb_aruco_6x6_250_x_rotation_xm60.png,aruco_6x6_250_x_rotation/depth_mm_aruco_6x6_250_x_rotation_xm60.png,aruco_6x6_250_x_rotation/disp_aruco_6x6_250_x_rotation_xm60.png,aruco_6x6_250_x_rotation/seg_aruco_6x6_250_x_rotation_xm60.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_x_rotation_xm40,aruco_6x6_250_x_rotation,aruco_6x6_250,5,aruco_6x6_250_id5,0.6,-40,0.0,0.0,normal,0.1,aruco_6x6_250_x_rotation/rgb_aruco_6x6_250_x_rotation_xm40.png,aruco_6x6_250_x_rotation/depth_mm_aruco_6x6_250_x_rotation_xm40.png,aruco_6x6_250_x_rotation/disp_aruco_6x6_250_x_rotation_xm40.png,aruco_6x6_250_x_rotation/seg_aruco_6x6_250_x_rotation_xm40.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_x_rotation_xm20,aruco_6x6_250_x_rotation,aruco_6x6_250,5,aruco_6x6_250_id5,0.6,-20,0.0,0.0,normal,0.1,aruco_6x6_250_x_rotation/rgb_aruco_6x6_250_x_rotation_xm20.png,aruco_6x6_250_x_rotation/depth_mm_aruco_6x6_250_x_rotation_xm20.png,aruco_6x6_250_x_rotation/disp_aruco_6x6_250_x_rotation_xm20.png,aruco_6x6_250_x_rotation/seg_aruco_6x6_250_x_rotation_xm20.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_6x6_250_x_rotation_xp00,aruco_6x6_250_x_rotation,aruco_6x6_250,5,aruco_6x6_250_id5,0.6,0,0.0,0.0,normal,0.1,aruco_6x6_250_x_rotation/rgb_aruco_6x6_250_x_rotation_xp00.png,aruco_6x6_250_x_rotation/depth_mm_aruco_6x6_250_x_rotation_xp00.png,aruco_6x6_250_x_rotation/disp_aruco_6x6_250_x_rotation_xp00.png,aruco_6x6_250_x_rotation/seg_aruco_6x6_250_x_rotation_xp00.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
